,q1,q3,iqr,low,high,outlier_count,outlier_rate
Mutluluk_Skoru,4.58325013725,6.23775,1.6544998627499998,2.1015003431250006,8.719499794125,0.0,0.0
Kisi_Basi_GSYH,0.8235475,5.4067318022499995,4.583184302249999,-6.0512289533749986,12.281508255624999,0.0,0.0
Sosyal_Destek,0.802399963,1.2278372629833225,0.42543729998332247,0.16424401302501634,1.8659932129583061,12.0,0.010256410256410256
Ozgunluk,0.37789806668043124,0.65575,0.2778519333195688,-0.03887983329892197,1.0725278999793533,0.0,0.0
Comertlik,0.07204,0.2458706931471825,0.17383069314718247,-0.1887060397207737,0.5066167328679562,47.0,0.040170940170940174
Yolsuzluk_Algisi,0.067,0.41904,0.35204,-0.46105999999999997,0.9471,0.0,0.0
Yasam_Beklentisi,66.76425,78.59085365853657,11.82660365853657,49.02434451219515,96.33075914634142,4.0,0.003418803418803419
